time,year,species,port,landings,month,species_group
1985-04-16 00:00:00+00:00,1985,"abalone, red",San Diego,3077,4,Abalone
1985-05-16 00:00:00+00:00,1985,"abalone, red",San Diego,3028,5,Abalone
1985-06-16 00:00:00+00:00,1985,"abalone, red",San Diego,1899,6,Abalone
1985-07-16 00:00:00+00:00,1985,"abalone, red",San Diego,1426,7,Abalone
1985-09-16 00:00:00+00:00,1985,"abalone, red",San Diego,2320,9,Abalone
1985-10-16 00:00:00+00:00,1985,"abalone, red",San Diego,1982,10,Abalone
1985-11-16 00:00:00+00:00,1985,"abalone, red",San Diego,1298,11,Abalone
1985-12-16 00:00:00+00:00,1985,"abalone, red",San Diego,2157,12,Abalone
1986-01-16 00:00:00+00:00,1986,"abalone, red",San Diego,342,1,Abalone
1986-03-16 00:00:00+00:00,1986,"abalone, red",San Diego,994,3,Abalone
1986-04-16 00:00:00+00:00,1986,"abalone, red",San Diego,605,4,Abalone
1986-05-16 00:00:00+00:00,1986,"abalone, red",San Diego,230,5,Abalone
1986-06-16 00:00:00+00:00,1986,"abalone, red",San Diego,632,6,Abalone
1986-07-16 00:00:00+00:00,1986,"abalone, red",San Diego,612,7,Abalone
1986-09-16 00:00:00+00:00,1986,"abalone, red",San Diego,1274,9,Abalone
1986-10-16 00:00:00+00:00,1986,"abalone, red",San Diego,1038,10,Abalone
1986-11-16 00:00:00+00:00,1986,"abalone, red",San Diego,1447,11,Abalone
1986-12-16 00:00:00+00:00,1986,"abalone, red",San Diego,1280,12,Abalone
1987-01-16 00:00:00+00:00,1987,"abalone, red",San Diego,1290,1,Abalone
1987-03-16 00:00:00+00:00,1987,"abalone, red",San Diego,1613,3,Abalone
1987-04-16 00:00:00+00:00,1987,"abalone, red",San Diego,1010,4,Abalone
1987-05-16 00:00:00+00:00,1987,"abalone, red",San Diego,497,5,Abalone
1987-06-16 00:00:00+00:00,1987,"abalone, red",San Diego,648,6,Abalone
1987-07-16 00:00:00+00:00,1987,"abalone, red",San Diego,1645,7,Abalone
1987-08-16 00:00:00+00:00,1987,"abalone, red",San Diego,72,8,Abalone
1987-09-16 00:00:00+00:00,1987,"abalone, red",San Diego,839,9,Abalone
1987-10-16 00:00:00+00:00,1987,"abalone, red",San Diego,2397,10,Abalone
1987-11-16 00:00:00+00:00,1987,"abalone, red",San Diego,879,11,Abalone
1987-12-16 00:00:00+00:00,1987,"abalone, red",San Diego,747,12,Abalone
1988-01-16 00:00:00+00:00,1988,"abalone, red",San Diego,469,1,Abalone
1988-03-16 00:00:00+00:00,1988,"abalone, red",San Diego,545,3,Abalone
1988-04-16 00:00:00+00:00,1988,"abalone, red",San Diego,776,4,Abalone
1988-05-16 00:00:00+00:00,1988,"abalone, red",San Diego,842,5,Abalone
1988-06-16 00:00:00+00:00,1988,"abalone, red",San Diego,425,6,Abalone
1988-07-16 00:00:00+00:00,1988,"abalone, red",San Diego,707,7,Abalone
1988-08-16 00:00:00+00:00,1988,"abalone, red",San Diego,30,8,Abalone
1988-09-16 00:00:00+00:00,1988,"abalone, red",San Diego,918,9,Abalone
1988-10-16 00:00:00+00:00,1988,"abalone, red",San Diego,828,10,Abalone
1988-11-16 00:00:00+00:00,1988,"abalone, red",San Diego,524,11,Abalone
1988-12-16 00:00:00+00:00,1988,"abalone, red",San Diego,658,12,Abalone
1989-01-16 00:00:00+00:00,1989,"abalone, red",San Diego,1122,1,Abalone
1989-03-16 00:00:00+00:00,1989,"abalone, red",San Diego,1318,3,Abalone
1989-04-16 00:00:00+00:00,1989,"abalone, red",San Diego,736,4,Abalone
1989-05-16 00:00:00+00:00,1989,"abalone, red",San Diego,359,5,Abalone
1989-06-16 00:00:00+00:00,1989,"abalone, red",San Diego,517,6,Abalone
1989-07-16 00:00:00+00:00,1989,"abalone, red",San Diego,645,7,Abalone
1989-08-16 00:00:00+00:00,1989,"abalone, red",San Diego,38,8,Abalone
1989-09-16 00:00:00+00:00,1989,"abalone, red",San Diego,627,9,Abalone
1989-10-16 00:00:00+00:00,1989,"abalone, red",San Diego,253,10,Abalone
1989-11-16 00:00:00+00:00,1989,"abalone, red",San Diego,280,11,Abalone
1989-12-16 00:00:00+00:00,1989,"abalone, red",San Diego,387,12,Abalone
1990-01-16 00:00:00+00:00,1990,"abalone, red",San Diego,634,1,Abalone
1990-03-16 00:00:00+00:00,1990,"abalone, red",San Diego,830,3,Abalone
1990-04-16 00:00:00+00:00,1990,"abalone, red",San Diego,207,4,Abalone
1990-05-16 00:00:00+00:00,1990,"abalone, red",San Diego,310,5,Abalone
1990-06-16 00:00:00+00:00,1990,"abalone, red",San Diego,336,6,Abalone
1990-07-16 00:00:00+00:00,1990,"abalone, red",San Diego,488,7,Abalone
1990-09-16 00:00:00+00:00,1990,"abalone, red",San Diego,1093,9,Abalone
1990-10-16 00:00:00+00:00,1990,"abalone, red",San Diego,487,10,Abalone
1990-11-16 00:00:00+00:00,1990,"abalone, red",San Diego,410,11,Abalone
1990-12-16 00:00:00+00:00,1990,"abalone, red",San Diego,626,12,Abalone
1991-03-16 00:00:00+00:00,1991,"abalone, red",San Diego,11,3,Abalone
1991-04-16 00:00:00+00:00,1991,"abalone, red",San Diego,131,4,Abalone
1991-05-16 00:00:00+00:00,1991,"abalone, red",San Diego,173,5,Abalone
1991-06-16 00:00:00+00:00,1991,"abalone, red",San Diego,173,6,Abalone
1991-07-16 00:00:00+00:00,1991,"abalone, red",San Diego,378,7,Abalone
1991-09-16 00:00:00+00:00,1991,"abalone, red",San Diego,413,9,Abalone
1991-10-16 00:00:00+00:00,1991,"abalone, red",San Diego,357,10,Abalone
1991-11-16 00:00:00+00:00,1991,"abalone, red",San Diego,538,11,Abalone
1991-12-16 00:00:00+00:00,1991,"abalone, red",San Diego,154,12,Abalone
1992-05-16 00:00:00+00:00,1992,"abalone, red",San Diego,15,5,Abalone
1992-07-16 00:00:00+00:00,1992,"abalone, red",San Diego,229,7,Abalone
1992-10-16 00:00:00+00:00,1992,"abalone, red",San Diego,290,10,Abalone
1992-11-16 00:00:00+00:00,1992,"abalone, red",San Diego,30,11,Abalone
1992-12-16 00:00:00+00:00,1992,"abalone, red",San Diego,16,12,Abalone
1993-05-16 00:00:00+00:00,1993,"abalone, red",San Diego,93,5,Abalone
1993-06-16 00:00:00+00:00,1993,"abalone, red",San Diego,53,6,Abalone
1993-07-16 00:00:00+00:00,1993,"abalone, red",San Diego,211,7,Abalone
1993-09-16 00:00:00+00:00,1993,"abalone, red",San Diego,274,9,Abalone
1993-10-16 00:00:00+00:00,1993,"abalone, red",San Diego,91,10,Abalone
1993-11-16 00:00:00+00:00,1993,"abalone, red",San Diego,16,11,Abalone
1993-12-16 00:00:00+00:00,1993,"abalone, red",San Diego,8,12,Abalone
1994-03-16 00:00:00+00:00,1994,"abalone, red",San Diego,64,3,Abalone
1994-04-16 00:00:00+00:00,1994,"abalone, red",San Diego,8,4,Abalone
1994-05-16 00:00:00+00:00,1994,"abalone, red",San Diego,170,5,Abalone
1994-06-16 00:00:00+00:00,1994,"abalone, red",San Diego,144,6,Abalone
1994-07-16 00:00:00+00:00,1994,"abalone, red",San Diego,65,7,Abalone
1994-09-16 00:00:00+00:00,1994,"abalone, red",San Diego,381,9,Abalone
1994-10-16 00:00:00+00:00,1994,"abalone, red",San Diego,80,10,Abalone
1994-11-16 00:00:00+00:00,1994,"abalone, red",San Diego,91,11,Abalone
1994-12-16 00:00:00+00:00,1994,"abalone, red",San Diego,58,12,Abalone
1995-03-16 00:00:00+00:00,1995,"abalone, red",San Diego,30,3,Abalone
1995-04-16 00:00:00+00:00,1995,"abalone, red",San Diego,129,4,Abalone
1995-05-16 00:00:00+00:00,1995,"abalone, red",San Diego,72,5,Abalone
1995-06-16 00:00:00+00:00,1995,"abalone, red",San Diego,43,6,Abalone
1995-07-16 00:00:00+00:00,1995,"abalone, red",San Diego,42,7,Abalone
1995-09-16 00:00:00+00:00,1995,"abalone, red",San Diego,99,9,Abalone
1995-10-16 00:00:00+00:00,1995,"abalone, red",San Diego,53,10,Abalone
1995-11-16 00:00:00+00:00,1995,"abalone, red",San Diego,50,11,Abalone
1995-12-16 00:00:00+00:00,1995,"abalone, red",San Diego,638,12,Abalone
1996-03-16 00:00:00+00:00,1996,"abalone, red",San Diego,222,3,Abalone
1996-04-16 00:00:00+00:00,1996,"abalone, red",San Diego,113,4,Abalone
1996-05-16 00:00:00+00:00,1996,"abalone, red",San Diego,143,5,Abalone
1996-06-16 00:00:00+00:00,1996,"abalone, red",San Diego,62,6,Abalone
1996-07-16 00:00:00+00:00,1996,"abalone, red",San Diego,39,7,Abalone
1996-09-16 00:00:00+00:00,1996,"abalone, red",San Diego,30,9,Abalone
1996-10-16 00:00:00+00:00,1996,"abalone, red",San Diego,27,10,Abalone
1996-11-16 00:00:00+00:00,1996,"abalone, red",San Diego,34,11,Abalone
1996-12-16 00:00:00+00:00,1996,"abalone, red",San Diego,57,12,Abalone
1997-03-16 00:00:00+00:00,1997,"abalone, red",San Diego,30,3,Abalone
1997-04-16 00:00:00+00:00,1997,"abalone, red",San Diego,64,4,Abalone
1997-05-16 00:00:00+00:00,1997,"abalone, red",San Diego,16,5,Abalone
1972-01-16 00:00:00+00:00,1972,"abalone, red",San Francisco,2148,1,Abalone
1972-03-16 00:00:00+00:00,1972,"abalone, red",San Francisco,2418,3,Abalone
1972-04-16 00:00:00+00:00,1972,"abalone, red",San Francisco,1683,4,Abalone
1972-05-16 00:00:00+00:00,1972,"abalone, red",San Francisco,3397,5,Abalone
1972-06-16 00:00:00+00:00,1972,"abalone, red",San Francisco,3265,6,Abalone
1972-07-16 00:00:00+00:00,1972,"abalone, red",San Francisco,6511,7,Abalone
1972-09-16 00:00:00+00:00,1972,"abalone, red",San Francisco,4776,9,Abalone
1972-10-16 00:00:00+00:00,1972,"abalone, red",San Francisco,1991,10,Abalone
1972-11-16 00:00:00+00:00,1972,"abalone, red",San Francisco,4342,11,Abalone
1972-12-16 00:00:00+00:00,1972,"abalone, red",San Francisco,2567,12,Abalone
1973-01-16 00:00:00+00:00,1973,"abalone, red",San Francisco,1094,1,Abalone
1973-03-16 00:00:00+00:00,1973,"abalone, red",San Francisco,1056,3,Abalone
1973-04-16 00:00:00+00:00,1973,"abalone, red",San Francisco,2309,4,Abalone
1973-05-16 00:00:00+00:00,1973,"abalone, red",San Francisco,360,5,Abalone
1973-06-16 00:00:00+00:00,1973,"abalone, red",San Francisco,2208,6,Abalone
1973-07-16 00:00:00+00:00,1973,"abalone, red",San Francisco,6910,7,Abalone
1973-09-16 00:00:00+00:00,1973,"abalone, red",San Francisco,5317,9,Abalone
1973-10-16 00:00:00+00:00,1973,"abalone, red",San Francisco,2147,10,Abalone
1973-11-16 00:00:00+00:00,1973,"abalone, red",San Francisco,82,11,Abalone
1973-12-16 00:00:00+00:00,1973,"abalone, red",San Francisco,232,12,Abalone
1974-01-16 00:00:00+00:00,1974,"abalone, red",San Francisco,416,1,Abalone
1974-03-16 00:00:00+00:00,1974,"abalone, red",San Francisco,225,3,Abalone
1974-04-16 00:00:00+00:00,1974,"abalone, red",San Francisco,2245,4,Abalone
1974-05-16 00:00:00+00:00,1974,"abalone, red",San Francisco,1806,5,Abalone
1974-06-16 00:00:00+00:00,1974,"abalone, red",San Francisco,4309,6,Abalone
1974-07-16 00:00:00+00:00,1974,"abalone, red",San Francisco,17281,7,Abalone
1974-09-16 00:00:00+00:00,1974,"abalone, red",San Francisco,8695,9,Abalone
1974-10-16 00:00:00+00:00,1974,"abalone, red",San Francisco,2181,10,Abalone
1974-11-16 00:00:00+00:00,1974,"abalone, red",San Francisco,2136,11,Abalone
1974-12-16 00:00:00+00:00,1974,"abalone, red",San Francisco,749,12,Abalone
1975-01-16 00:00:00+00:00,1975,"abalone, red",San Francisco,3082,1,Abalone
1975-03-16 00:00:00+00:00,1975,"abalone, red",San Francisco,1631,3,Abalone
1975-04-16 00:00:00+00:00,1975,"abalone, red",San Francisco,3875,4,Abalone
1975-05-16 00:00:00+00:00,1975,"abalone, red",San Francisco,5552,5,Abalone
1975-06-16 00:00:00+00:00,1975,"abalone, red",San Francisco,8400,6,Abalone
1975-07-16 00:00:00+00:00,1975,"abalone, red",San Francisco,9759,7,Abalone
1975-09-16 00:00:00+00:00,1975,"abalone, red",San Francisco,6936,9,Abalone
1975-10-16 00:00:00+00:00,1975,"abalone, red",San Francisco,2973,10,Abalone
1975-11-16 00:00:00+00:00,1975,"abalone, red",San Francisco,4004,11,Abalone
1975-12-16 00:00:00+00:00,1975,"abalone, red",San Francisco,6789,12,Abalone
1976-01-16 00:00:00+00:00,1976,"abalone, red",San Francisco,3355,1,Abalone
1976-03-16 00:00:00+00:00,1976,"abalone, red",San Francisco,3917,3,Abalone
1976-04-16 00:00:00+00:00,1976,"abalone, red",San Francisco,3141,4,Abalone
1976-05-16 00:00:00+00:00,1976,"abalone, red",San Francisco,4392,5,Abalone
1976-06-16 00:00:00+00:00,1976,"abalone, red",San Francisco,9275,6,Abalone
1976-07-16 00:00:00+00:00,1976,"abalone, red",San Francisco,12180,7,Abalone
1976-09-16 00:00:00+00:00,1976,"abalone, red",San Francisco,8531,9,Abalone
1976-10-16 00:00:00+00:00,1976,"abalone, red",San Francisco,7310,10,Abalone
1976-11-16 00:00:00+00:00,1976,"abalone, red",San Francisco,2240,11,Abalone
1976-12-16 00:00:00+00:00,1976,"abalone, red",San Francisco,8612,12,Abalone
1977-01-16 00:00:00+00:00,1977,"abalone, red",San Francisco,4905,1,Abalone
1977-03-16 00:00:00+00:00,1977,"abalone, red",San Francisco,4726,3,Abalone
1977-04-16 00:00:00+00:00,1977,"abalone, red",San Francisco,21676,4,Abalone
1977-05-16 00:00:00+00:00,1977,"abalone, red",San Francisco,9000,5,Abalone
1977-06-16 00:00:00+00:00,1977,"abalone, red",San Francisco,23715,6,Abalone
1977-07-16 00:00:00+00:00,1977,"abalone, red",San Francisco,16471,7,Abalone
1977-09-16 00:00:00+00:00,1977,"abalone, red",San Francisco,7917,9,Abalone
1977-10-16 00:00:00+00:00,1977,"abalone, red",San Francisco,2771,10,Abalone
1977-11-16 00:00:00+00:00,1977,"abalone, red",San Francisco,1888,11,Abalone
1977-12-16 00:00:00+00:00,1977,"abalone, red",San Francisco,4603,12,Abalone
1978-01-16 00:00:00+00:00,1978,"abalone, red",San Francisco,5585,1,Abalone
1978-03-16 00:00:00+00:00,1978,"abalone, red",San Francisco,21814,3,Abalone
1978-04-16 00:00:00+00:00,1978,"abalone, red",San Francisco,6472,4,Abalone
1978-05-16 00:00:00+00:00,1978,"abalone, red",San Francisco,7634,5,Abalone
1978-06-16 00:00:00+00:00,1978,"abalone, red",San Francisco,11777,6,Abalone
1978-07-16 00:00:00+00:00,1978,"abalone, red",San Francisco,11753,7,Abalone
1978-08-16 00:00:00+00:00,1978,"abalone, red",San Francisco,90,8,Abalone
1978-09-16 00:00:00+00:00,1978,"abalone, red",San Francisco,5461,9,Abalone
1978-10-16 00:00:00+00:00,1978,"abalone, red",San Francisco,4583,10,Abalone
1978-11-16 00:00:00+00:00,1978,"abalone, red",San Francisco,5995,11,Abalone
1978-12-16 00:00:00+00:00,1978,"abalone, red",San Francisco,3167,12,Abalone
1979-01-16 00:00:00+00:00,1979,"abalone, red",San Francisco,2130,1,Abalone
1979-03-16 00:00:00+00:00,1979,"abalone, red",San Francisco,8375,3,Abalone
1979-04-16 00:00:00+00:00,1979,"abalone, red",San Francisco,3849,4,Abalone
1979-05-16 00:00:00+00:00,1979,"abalone, red",San Francisco,2735,5,Abalone
1979-06-16 00:00:00+00:00,1979,"abalone, red",San Francisco,4427,6,Abalone
1979-07-16 00:00:00+00:00,1979,"abalone, red",San Francisco,9804,7,Abalone
1979-09-16 00:00:00+00:00,1979,"abalone, red",San Francisco,3705,9,Abalone
1979-10-16 00:00:00+00:00,1979,"abalone, red",San Francisco,720,10,Abalone
1979-11-16 00:00:00+00:00,1979,"abalone, red",San Francisco,5374,11,Abalone
1979-12-16 00:00:00+00:00,1979,"abalone, red",San Francisco,6132,12,Abalone
1980-01-16 00:00:00+00:00,1980,"abalone, red",San Francisco,4106,1,Abalone
1980-03-16 00:00:00+00:00,1980,"abalone, red",San Francisco,7278,3,Abalone
1980-04-16 00:00:00+00:00,1980,"abalone, red",San Francisco,2156,4,Abalone
1980-05-16 00:00:00+00:00,1980,"abalone, red",San Francisco,8397,5,Abalone
1980-06-16 00:00:00+00:00,1980,"abalone, red",San Francisco,9744,6,Abalone
1980-07-16 00:00:00+00:00,1980,"abalone, red",San Francisco,13744,7,Abalone
1980-09-16 00:00:00+00:00,1980,"abalone, red",San Francisco,6946,9,Abalone
1980-10-16 00:00:00+00:00,1980,"abalone, red",San Francisco,3307,10,Abalone
1980-11-16 00:00:00+00:00,1980,"abalone, red",San Francisco,2538,11,Abalone
1980-12-16 00:00:00+00:00,1980,"abalone, red",San Francisco,5120,12,Abalone
1981-01-16 00:00:00+00:00,1981,"abalone, red",San Francisco,1729,1,Abalone
1981-03-16 00:00:00+00:00,1981,"abalone, red",San Francisco,867,3,Abalone
1981-04-16 00:00:00+00:00,1981,"abalone, red",San Francisco,6513,4,Abalone
1981-05-16 00:00:00+00:00,1981,"abalone, red",San Francisco,4920,5,Abalone
1981-06-16 00:00:00+00:00,1981,"abalone, red",San Francisco,3770,6,Abalone
1981-07-16 00:00:00+00:00,1981,"abalone, red",San Francisco,16197,7,Abalone
1981-09-16 00:00:00+00:00,1981,"abalone, red",San Francisco,10480,9,Abalone
1981-10-16 00:00:00+00:00,1981,"abalone, red",San Francisco,7466,10,Abalone
1981-11-16 00:00:00+00:00,1981,"abalone, red",San Francisco,1798,11,Abalone
1981-12-16 00:00:00+00:00,1981,"abalone, red",San Francisco,965,12,Abalone
1982-01-16 00:00:00+00:00,1982,"abalone, red",San Francisco,2148,1,Abalone
1982-03-16 00:00:00+00:00,1982,"abalone, red",San Francisco,5422,3,Abalone
1982-04-16 00:00:00+00:00,1982,"abalone, red",San Francisco,7000,4,Abalone
1982-05-16 00:00:00+00:00,1982,"abalone, red",San Francisco,5845,5,Abalone
1982-06-16 00:00:00+00:00,1982,"abalone, red",San Francisco,19780,6,Abalone
1982-07-16 00:00:00+00:00,1982,"abalone, red",San Francisco,8255,7,Abalone
1982-09-16 00:00:00+00:00,1982,"abalone, red",San Francisco,7112,9,Abalone
1982-10-16 00:00:00+00:00,1982,"abalone, red",San Francisco,6418,10,Abalone
1982-11-16 00:00:00+00:00,1982,"abalone, red",San Francisco,3376,11,Abalone
1982-12-16 00:00:00+00:00,1982,"abalone, red",San Francisco,1608,12,Abalone
1983-01-16 00:00:00+00:00,1983,"abalone, red",San Francisco,1824,1,Abalone
1983-03-16 00:00:00+00:00,1983,"abalone, red",San Francisco,1016,3,Abalone
1983-04-16 00:00:00+00:00,1983,"abalone, red",San Francisco,3381,4,Abalone
1983-05-16 00:00:00+00:00,1983,"abalone, red",San Francisco,7141,5,Abalone
1983-06-16 00:00:00+00:00,1983,"abalone, red",San Francisco,2651,6,Abalone
1983-07-16 00:00:00+00:00,1983,"abalone, red",San Francisco,9240,7,Abalone
1983-09-16 00:00:00+00:00,1983,"abalone, red",San Francisco,7135,9,Abalone
1983-10-16 00:00:00+00:00,1983,"abalone, red",San Francisco,3280,10,Abalone
1983-11-16 00:00:00+00:00,1983,"abalone, red",San Francisco,1187,11,Abalone
1983-12-16 00:00:00+00:00,1983,"abalone, red",San Francisco,2593,12,Abalone
1984-01-16 00:00:00+00:00,1984,"abalone, red",San Francisco,9837,1,Abalone
1984-03-16 00:00:00+00:00,1984,"abalone, red",San Francisco,6173,3,Abalone
1984-04-16 00:00:00+00:00,1984,"abalone, red",San Francisco,4956,4,Abalone
1984-05-16 00:00:00+00:00,1984,"abalone, red",San Francisco,4076,5,Abalone
1984-06-16 00:00:00+00:00,1984,"abalone, red",San Francisco,3771,6,Abalone
1984-07-16 00:00:00+00:00,1984,"abalone, red",San Francisco,13714,7,Abalone
1984-09-16 00:00:00+00:00,1984,"abalone, red",San Francisco,5721,9,Abalone
1984-10-16 00:00:00+00:00,1984,"abalone, red",San Francisco,1160,10,Abalone
1984-11-16 00:00:00+00:00,1984,"abalone, red",San Francisco,462,11,Abalone
1984-12-16 00:00:00+00:00,1984,"abalone, red",San Francisco,3087,12,Abalone
1985-01-16 00:00:00+00:00,1985,"abalone, red",San Francisco,5547,1,Abalone
1985-03-16 00:00:00+00:00,1985,"abalone, red",San Francisco,3440,3,Abalone
1985-04-16 00:00:00+00:00,1985,"abalone, red",San Francisco,2248,4,Abalone
1985-05-16 00:00:00+00:00,1985,"abalone, red",San Francisco,6234,5,Abalone
1985-06-16 00:00:00+00:00,1985,"abalone, red",San Francisco,3656,6,Abalone
1985-07-16 00:00:00+00:00,1985,"abalone, red",San Francisco,10233,7,Abalone
1985-09-16 00:00:00+00:00,1985,"abalone, red",San Francisco,10726,9,Abalone
1985-10-16 00:00:00+00:00,1985,"abalone, red",San Francisco,7605,10,Abalone
1985-11-16 00:00:00+00:00,1985,"abalone, red",San Francisco,28339,11,Abalone
1985-12-16 00:00:00+00:00,1985,"abalone, red",San Francisco,12827,12,Abalone
1986-01-16 00:00:00+00:00,1986,"abalone, red",San Francisco,1771,1,Abalone
1986-03-16 00:00:00+00:00,1986,"abalone, red",San Francisco,4950,3,Abalone
1986-04-16 00:00:00+00:00,1986,"abalone, red",San Francisco,3945,4,Abalone
1986-05-16 00:00:00+00:00,1986,"abalone, red",San Francisco,4803,5,Abalone
1986-06-16 00:00:00+00:00,1986,"abalone, red",San Francisco,8469,6,Abalone
1986-07-16 00:00:00+00:00,1986,"abalone, red",San Francisco,9077,7,Abalone
1986-09-16 00:00:00+00:00,1986,"abalone, red",San Francisco,13086,9,Abalone
1986-10-16 00:00:00+00:00,1986,"abalone, red",San Francisco,4085,10,Abalone
1986-11-16 00:00:00+00:00,1986,"abalone, red",San Francisco,9177,11,Abalone
1986-12-16 00:00:00+00:00,1986,"abalone, red",San Francisco,3990,12,Abalone
1987-01-16 00:00:00+00:00,1987,"abalone, red",San Francisco,7419,1,Abalone
1987-03-16 00:00:00+00:00,1987,"abalone, red",San Francisco,13898,3,Abalone
1987-04-16 00:00:00+00:00,1987,"abalone, red",San Francisco,8161,4,Abalone
1987-05-16 00:00:00+00:00,1987,"abalone, red",San Francisco,5011,5,Abalone
1987-06-16 00:00:00+00:00,1987,"abalone, red",San Francisco,10474,6,Abalone
1987-07-16 00:00:00+00:00,1987,"abalone, red",San Francisco,26486,7,Abalone
1987-08-16 00:00:00+00:00,1987,"abalone, red",San Francisco,50,8,Abalone
1987-09-16 00:00:00+00:00,1987,"abalone, red",San Francisco,23899,9,Abalone
1987-10-16 00:00:00+00:00,1987,"abalone, red",San Francisco,9458,10,Abalone
1987-11-16 00:00:00+00:00,1987,"abalone, red",San Francisco,2341,11,Abalone
1987-12-16 00:00:00+00:00,1987,"abalone, red",San Francisco,2881,12,Abalone
1988-01-16 00:00:00+00:00,1988,"abalone, red",San Francisco,15338,1,Abalone
1988-03-16 00:00:00+00:00,1988,"abalone, red",San Francisco,19840,3,Abalone
1988-04-16 00:00:00+00:00,1988,"abalone, red",San Francisco,12920,4,Abalone
1988-05-16 00:00:00+00:00,1988,"abalone, red",San Francisco,2972,5,Abalone
1988-06-16 00:00:00+00:00,1988,"abalone, red",San Francisco,8433,6,Abalone
1988-07-16 00:00:00+00:00,1988,"abalone, red",San Francisco,22355,7,Abalone
1988-09-16 00:00:00+00:00,1988,"abalone, red",San Francisco,15094,9,Abalone
1988-10-16 00:00:00+00:00,1988,"abalone, red",San Francisco,11879,10,Abalone
1988-11-16 00:00:00+00:00,1988,"abalone, red",San Francisco,2789,11,Abalone
1988-12-16 00:00:00+00:00,1988,"abalone, red",San Francisco,6317,12,Abalone
1989-01-16 00:00:00+00:00,1989,"abalone, red",San Francisco,4152,1,Abalone
1989-03-16 00:00:00+00:00,1989,"abalone, red",San Francisco,15827,3,Abalone
1989-04-16 00:00:00+00:00,1989,"abalone, red",San Francisco,28555,4,Abalone
1989-05-16 00:00:00+00:00,1989,"abalone, red",San Francisco,4065,5,Abalone
1989-06-16 00:00:00+00:00,1989,"abalone, red",San Francisco,7626,6,Abalone
1989-07-16 00:00:00+00:00,1989,"abalone, red",San Francisco,17428,7,Abalone
1989-09-16 00:00:00+00:00,1989,"abalone, red",San Francisco,21257,9,Abalone
1989-10-16 00:00:00+00:00,1989,"abalone, red",San Francisco,8830,10,Abalone
1989-11-16 00:00:00+00:00,1989,"abalone, red",San Francisco,6804,11,Abalone
1989-12-16 00:00:00+00:00,1989,"abalone, red",San Francisco,16193,12,Abalone
1990-01-16 00:00:00+00:00,1990,"abalone, red",San Francisco,2692,1,Abalone
1990-03-16 00:00:00+00:00,1990,"abalone, red",San Francisco,16739,3,Abalone
1990-04-16 00:00:00+00:00,1990,"abalone, red",San Francisco,16716,4,Abalone
1990-05-16 00:00:00+00:00,1990,"abalone, red",San Francisco,8788,5,Abalone
1990-06-16 00:00:00+00:00,1990,"abalone, red",San Francisco,3430,6,Abalone
1990-07-16 00:00:00+00:00,1990,"abalone, red",San Francisco,27620,7,Abalone
1990-09-16 00:00:00+00:00,1990,"abalone, red",San Francisco,14911,9,Abalone
1990-10-16 00:00:00+00:00,1990,"abalone, red",San Francisco,1989,10,Abalone
1990-11-16 00:00:00+00:00,1990,"abalone, red",San Francisco,8106,11,Abalone
1990-12-16 00:00:00+00:00,1990,"abalone, red",San Francisco,3993,12,Abalone
1991-03-16 00:00:00+00:00,1991,"abalone, red",San Francisco,5650,3,Abalone
1991-04-16 00:00:00+00:00,1991,"abalone, red",San Francisco,12658,4,Abalone
1991-05-16 00:00:00+00:00,1991,"abalone, red",San Francisco,8304,5,Abalone
1991-06-16 00:00:00+00:00,1991,"abalone, red",San Francisco,13391,6,Abalone
1991-07-16 00:00:00+00:00,1991,"abalone, red",San Francisco,21417,7,Abalone
1991-09-16 00:00:00+00:00,1991,"abalone, red",San Francisco,9857,9,Abalone
1991-10-16 00:00:00+00:00,1991,"abalone, red",San Francisco,3261,10,Abalone
1991-11-16 00:00:00+00:00,1991,"abalone, red",San Francisco,1418,11,Abalone
1991-12-16 00:00:00+00:00,1991,"abalone, red",San Francisco,442,12,Abalone
1992-03-16 00:00:00+00:00,1992,"abalone, red",San Francisco,13276,3,Abalone
1992-04-16 00:00:00+00:00,1992,"abalone, red",San Francisco,21364,4,Abalone
1992-05-16 00:00:00+00:00,1992,"abalone, red",San Francisco,23961,5,Abalone
1992-06-16 00:00:00+00:00,1992,"abalone, red",San Francisco,22139,6,Abalone
1992-07-16 00:00:00+00:00,1992,"abalone, red",San Francisco,19591,7,Abalone
1992-09-16 00:00:00+00:00,1992,"abalone, red",San Francisco,7706,9,Abalone
1992-10-16 00:00:00+00:00,1992,"abalone, red",San Francisco,2820,10,Abalone
1992-11-16 00:00:00+00:00,1992,"abalone, red",San Francisco,5212,11,Abalone
1992-12-16 00:00:00+00:00,1992,"abalone, red",San Francisco,3950,12,Abalone
1993-03-16 00:00:00+00:00,1993,"abalone, red",San Francisco,19803,3,Abalone
1993-04-16 00:00:00+00:00,1993,"abalone, red",San Francisco,5728,4,Abalone
1993-05-16 00:00:00+00:00,1993,"abalone, red",San Francisco,13021,5,Abalone
1993-06-16 00:00:00+00:00,1993,"abalone, red",San Francisco,2517,6,Abalone
1993-07-16 00:00:00+00:00,1993,"abalone, red",San Francisco,8400,7,Abalone
1993-09-16 00:00:00+00:00,1993,"abalone, red",San Francisco,12381,9,Abalone
1993-10-16 00:00:00+00:00,1993,"abalone, red",San Francisco,9096,10,Abalone
1993-11-16 00:00:00+00:00,1993,"abalone, red",San Francisco,8354,11,Abalone
